\ufeffvideo,path,fps,effective_fps,num_frames,duration_s,reference_frame_count,clean_reference_frame_count,reference_spike_frame_count,reference_spike_duration_s,reference_spike_fraction,reference_mode,reference_platform_start_s,reference_platform_end_s,reference_platform_duration_s,highpass_abs_detected,highpass_abs_base_mean,highpass_abs_active_mean,highpass_abs_active_median,highpass_abs_delta_mean,highpass_abs_delta_median,highpass_abs_active_p90,highpass_abs_snr_mean,highpass_abs_snr_median,highpass_abs_snr_p90,highpass_abs_snr_mean_db,highpass_abs_snr_median_db,highpass_abs_snr_p90_db,highpass_abs_active_fraction_above,highpass_abs_relative_gain,highpass_abs_peak_detected,highpass_abs_persistent_detected,highpass_topk_detected,highpass_topk_base_mean,highpass_topk_active_mean,highpass_topk_active_median,highpass_topk_delta_mean,highpass_topk_delta_median,highpass_topk_active_p90,highpass_topk_snr_mean,highpass_topk_snr_median,highpass_topk_snr_p90,highpass_topk_snr_mean_db,highpass_topk_snr_median_db,highpass_topk_snr_p90_db,highpass_topk_active_fraction_above,highpass_topk_relative_gain,highpass_topk_peak_detected,highpass_topk_persistent_detected,mean_removed_abs_detected,mean_removed_abs_base_mean,mean_removed_abs_active_mean,mean_removed_abs_active_median,mean_removed_abs_delta_mean,mean_removed_abs_delta_median,mean_removed_abs_active_p90,mean_removed_abs_snr_mean,mean_removed_abs_snr_median,mean_removed_abs_snr_p90,mean_removed_abs_snr_mean_db,mean_removed_abs_snr_median_db,mean_removed_abs_snr_p90_db,mean_removed_abs_active_fraction_above,mean_removed_abs_relative_gain,mean_removed_abs_peak_detected,mean_removed_abs_persistent_detected,raw_abs_detected,raw_abs_base_mean,raw_abs_active_mean,raw_abs_active_median,raw_abs_delta_mean,raw_abs_delta_median,raw_abs_active_p90,raw_abs_snr_mean,raw_abs_snr_median,raw_abs_snr_p90,raw_abs_snr_mean_db,raw_abs_snr_median_db,raw_abs_snr_p90_db,raw_abs_active_fraction_above,raw_abs_relative_gain,raw_abs_peak_detected,raw_abs_persistent_detected,temporal_abs_detected,temporal_abs_base_mean,temporal_abs_active_mean,temporal_abs_active_median,temporal_abs_delta_mean,temporal_abs_delta_median,temporal_abs_active_p90,temporal_abs_snr_mean,temporal_abs_snr_median,temporal_abs_snr_p90,temporal_abs_snr_mean_db,temporal_abs_snr_median_db,temporal_abs_snr_p90_db,temporal_abs_active_fraction_above,temporal_abs_relative_gain,temporal_abs_peak_detected,temporal_abs_persistent_detected
IMG_9355.MOV,occluder\double_edge\IMG_9355.MOV,30.0,30.0,471,15.666666984558105,150,145,5,0.16666650772094727,0.03333333333333333,auto_platform,0.1666666716337204,5.0,4.833328723907471,True,0.0005937545211054385,0.0011780979111790657,0.0012239451752975583,0.0005843433900736272,0.0006302411784417927,0.0012901982991024852,19.663525370586637,21.20801503430564,23.437474634515453,25.87322765724416,26.530000451907064,27.39821630103402,0.9345794392523364,1.9841497947429692,True,True,False,0.0030893071088939905,0.0033074712846428156,0.003304641228169203,0.00021816417574882507,0.0002392972819507122,0.0034414504189044237,2.136610201086481,2.3435791506704926,3.683432091805047,6.594505951390952,7.397592514231059,11.325053351193093,0.003115264797507788,1.070619128516145,False,False,True,0.00056919438065961,0.0025525656528770924,0.0025323352310806513,0.0019833712722174823,0.0019672088092193007,0.003925835248082876,65.33267575433493,64.80028075132016,110.70247064876648,36.30260890895026,36.231537749660326,40.883146270718534,0.9345794392523364,4.48452363482411,True,True,True,0.0005480591207742691,0.003561293240636587,0.003267700085416436,0.003013234119862318,0.002723101992160082,0.005884272046387196,119.20436271611662,107.72665669976622,211.23895634232792,41.52584300554465,40.6464636342351,46.49548026249771,0.9345794392523364,6.498009257843167,True,True,False,0.00023669625807087868,0.00039394962368533015,0.0003570091212168336,0.00015725336561445147,0.00012127248919568956,0.0005770015995949507,2.3858587390683614,1.8399544392932174,5.177695256584208,7.552894531370102,5.296141384011123,14.282729711939945,0.11214953271028037,1.6643677719964713,True,False
IMG_9356.MOV,occluder\double_edge\IMG_9356.MOV,30.0,30.0,473,15.733333587646484,150,146,4,0.1333332061767578,0.02666666666666667,auto_platform,0.10000000149011612,5.0,4.86666202545166,True,0.0005973016959615052,0.0011883837869390845,0.0012407338945195079,0.0005910820909775794,0.0006478395080193877,0.001298197079449892,20.078398922399145,22.006385032222983,23.958345289512547,26.054581572955616,26.850974145479757,27.589136394170318,0.9287925696594427,1.989587163361534,True,True,False,0.003138785483315587,0.0034550707787275314,0.0034801680594682693,0.0003162852954119444,0.00035558175295591354,0.0036393061745911837,3.2465052766450295,3.6498631267271597,5.2833337241793314,10.22832226163095,11.245531566270916,14.458160879239585,0.1393188854489164,1.100766776542449,False,False,True,0.0005760067142546177,0.0022298451513051987,0.0023906053975224495,0.001653838437050581,0.0018219872144982219,0.003176017664372921,49.18689691489404,54.18781864787322,77.54680664803293,33.836988496217074,34.67803337335376,37.79127836828125,0.9256965944272446,3.8712138176908804,True,True,True,0.0005556406104005873,0.002532917307689786,0.0026787379756569862,0.0019772766972891986,0.0021265922696329653,0.0037684703711420298,78.75621588846116,84.70355217535356,128.10830170642916,37.92569681609626,38.55803247055907,42.1515454783397,0.9287925696594427,4.558553245169908,True,True,False,0.0002487090532667935,0.00041377550223842263,0.00038254016544669867,0.00016506644897162914,0.0001387186930514872,0.0006419355049729347,2.398053783109708,2.0152786270778047,5.783724481140078,7.597178382978305,6.086701980629568,15.244151926495364,0.13312693498452013,1.663692964946315,True,False
IMG_9357.MOV,occluder\double_edge\IMG_9357.MOV,30.0,30.0,490,16.299999237060547,150,136,14,0.46666622161865234,0.09333333333333334,auto_platform,0.4333333373069763,5.0,4.533329010009766,True,0.0005832498427480459,0.0011809308780357242,0.0012274135369807482,0.0005976810352876782,0.0006549701793119311,0.001304355333559215,18.74534610518706,20.542131964868275,22.955293035177366,25.457869268781955,26.2529102969379,27.217656822239647,0.9235294117647059,2.0247427285563218,True,True,False,0.0030986089259386063,0.003325474914163351,0.0033421479165554047,0.0002268659882247448,0.00026724813506007195,0.0034909751266241074,2.0864444251281316,2.45783154136614,3.8265677948040144,6.388136425271586,7.811042264562361,11.656188241449843,0.0,1.0732154310683217,False,False,True,0.0005637675640173256,0.0025919813197106123,0.002762464340776205,0.0020282137556932867,0.0022031908156350255,0.0038236689288169146,55.58684615292476,60.382407214459825,89.46662775414012,34.89944068090169,35.61820845367452,39.03322135771442,0.9235294117647059,4.59760632775772,True,True,True,0.0005401485250331461,0.003103282768279314,0.003136405488476157,0.002563134243246168,0.0026044645346701145,0.005040870513767004,97.5820956711741,99.15559751270902,171.66123735191266,39.78740281552365,39.92634471883739,44.69344477279258,0.9235294117647059,5.745239733995167,True,True,False,0.00023768590472172946,0.0004149432643316686,0.0003725404676515609,0.00017725735960993916,0.00013871866394765675,0.0006429993081837893,2.556614984607041,2.0007644008331593,5.901641216022782,8.153306600804054,6.02391902967422,15.419456069941651,0.1588235294117647,1.7457630262823665,True,False
IMG_9358.MOV,occluder\double_edge\IMG_9358.MOV,30.0,30.0,509,16.933332443237305,150,118,0,0.0,0.0,auto_platform,1.0666667222976685,5.0,3.9333295822143555,True,0.000594537821598351,0.0012147928355261683,0.001247343490831554,0.0006202550139278173,0.0006577997119165957,0.0013261617859825492,15.999577230026482,16.968048716045594,19.001179238315146,24.08217014175301,24.592638047793173,25.575611093583785,0.9387186629526463,2.0432557717864417,True,True,False,0.0030501438304781914,0.0033488834742456675,0.003373615210875869,0.0002987396437674761,0.0003406871110200882,0.0035386476665735245,3.659030805361777,4.172812883122031,6.194167771501821,11.267321316500748,12.408578211130617,15.83965928438275,0.34818941504178275,1.0979428054448963,False,False,True,0.0005889266030862927,0.002552227582782507,0.0027841106057167053,0.001963300979696214,0.0022042428608983755,0.003711256431415677,37.81465250442594,42.45537423056301,60.312899685045565,31.553202276526076,32.558653468017184,35.60820417410874,0.9331476323119777,4.333693824336444,True,True,True,0.0005388312856666744,0.003064718097448349,0.0030594412237405777,0.0025258868117816746,0.0025245094439014792,0.0053492398001253605,128.24155371818702,128.17162350746898,244.42676438218953,42.16057542197284,42.15583770830074,47.76297517601656,0.958217270194986,5.68771372222104,True,True,False,0.00023716465511824936,0.000416374095948413,0.0003727532457560301,0.00017920944083016366,0.0001414845319231972,0.000646701140794903,2.784200260555758,2.198105573123758,6.45416372057797,8.89400939554055,6.840970947591146,16.196799556163292,0.20891364902506965,1.7556330041709232,True,False
IMG_9359.MOV,occluder\double_edge\IMG_9359.MOV,30.0,30.0,472,15.699999809265137,150,24,9,0.2999997138977051,0.2727272727272727,auto_platform,3.9000000953674316,4.900000095367432,0.7999992370605469,True,0.00042769184801727533,0.0012347397860139608,0.0012870102655142546,0.0008070479379966855,0.0008819445502012968,0.0013626718427985907,14.250396906687696,15.5728790054975,16.9088684258586,23.076539212481823,23.847378186644463,24.56229089488914,0.937888198757764,2.8869846169340296,True,True,False,0.0028335379902273417,0.003620242467150092,0.003625473938882351,0.0007867044769227505,0.0008460686076432467,0.0037435530684888363,4.004934057613442,4.307143382585259,4.908257449590628,12.051907393921361,12.6837865888582,13.818546688288437,0.07142857142857142,1.2776403491451447,False,False,True,0.0004059386264998466,0.0026665260083973408,0.0028740903362631798,0.002260587381897494,0.002484869270119816,0.003861380508169532,37.19234516545114,40.88234603333264,57.12575124122018,31.40907127371527,32.230716196591956,35.13663848747366,0.906832298136646,6.568791029789693,True,True,True,0.0003740846586879343,0.003150719217956066,0.003282182617112994,0.002776634559268132,0.0029231918742880225,0.0049550337716937065,65.56284450139121,69.02340592929592,108.52333931291582,36.33315575106843,36.77992771104901,40.71046297471047,0.9440993788819876,8.422476422868847,True,True,False,0.00022091444407124072,0.00040245489799417555,0.0003621153300628066,0.00018154045392293483,0.00014659076987300068,0.0006193405715748668,3.32996231780751,2.688886852859276,7.407120959444181,10.44878638027139,8.591450553854488,17.392988736126835,0.2360248447204969,1.8217681495936566,True,False
IMG_9360.MOV,occluder\double_edge\IMG_9360.MOV,30.0,30.0,483,16.066667556762695,150,141,9,0.2999997138977051,0.06,auto_platform,0.30000001192092896,5.0,4.699995517730713,True,0.0005763060180470347,0.0012022487353533506,0.0012397583341225982,0.0006259427173063159,0.0006696670316159725,0.001320495386607945,22.170710054768378,23.719412624669136,26.579095678467294,26.91559204716087,27.502078603605476,28.49080401028872,0.924924924924925,2.08612906633786,True,True,False,0.0031296140514314175,0.0033836611546576023,0.003402781905606389,0.00025404710322618484,0.00029635243117809296,0.0035354166757315397,2.6282636913574335,3.065936689769755,4.438119824726056,8.393378709051948,9.731263652457642,12.943980471280819,0.042042042042042045,1.0811752181103575,False,False,True,0.0005558354314416647,0.002684985054656863,0.0029254923574626446,0.0021291496232151985,0.0023744458449073136,0.003868836909532547,71.09433864335577,79.2850136728449,110.78418888860371,37.03670037075762,37.983822108455506,40.88955564676252,0.924924924924925,4.830539585597926,True,True,True,0.0005336651229299605,0.00311365257948637,0.0034017169382423162,0.0025799874565564096,0.0028744018636643887,0.004886539187282324,110.45740507903899,123.0622149762301,186.6321413399383,40.8638967268584,41.80249455232237,45.41972878012078,0.924924924924925,5.834468931362062,True,True,False,0.00023966589651536196,0.0004163783451076597,0.00038339116144925356,0.00017671244859229773,0.0001497820921940729,0.0006239786162041128,2.5602640214484222,2.1700887784454026,5.655793432121759,8.165695065188288,6.72955002443857,15.049870784772928,0.13513513513513514,1.7373283022808834,True,False
IMG_9361.MOV,occluder\double_edge\IMG_9361.MOV,30.0,30.0,485,16.133333206176758,150,72,5,0.16666650772094727,0.06493506493506493,auto_platform,2.0333333015441895,4.566666603088379,2.3999977111816406,True,0.0005501063424162567,0.0011962336720898747,0.0012482083402574062,0.0006461273296736181,0.0007011109846644104,0.0013211530167609453,23.747669149086395,25.768530343718762,28.449528289848374,27.512419794698893,28.22179300290484,29.081501398583658,0.9761194029850746,2.174549864005574,True,True,False,0.0030152464751154184,0.0034654687624424696,0.003468678332865238,0.00045022228732705116,0.0004635557997971773,0.0036299913190305233,7.800197317836326,8.031203270083342,10.825985219881817,17.84211177935732,18.09561236113613,20.68934859674476,0.8955223880597015,1.1493152520176042,False,False,True,0.0005411262391135097,0.0026270849630236626,0.002949642715975642,0.002085958723910153,0.002409907872788608,0.003819874022156,58.09061027210293,67.11207533743388,91.34662373690819,35.28211877979642,36.53601337822115,39.21385000048646,0.9253731343283582,4.854846749489431,True,True,True,0.0004968910943716764,0.0030106729827821255,0.003113619051873684,0.002513781888410449,0.0026182635920122266,0.004801708273589611,193.88902247729587,201.9477388963727,332.1507491742153,45.751064421646895,46.10477989928323,50.426704726811984,0.9970149253731343,6.059019807125242,True,True,False,0.00023047084687277675,0.0004273338126949966,0.0003889228974003345,0.00019686296582221985,0.00015807969612069428,0.0006792108761146665,3.6423453828582404,2.9247799294500743,8.295668631412614,11.227622501652112,9.321863876595884,18.377027918672738,0.2865671641791045,1.854177300484738,True,False
IMG_9362.MOV,occluder\double_edge\IMG_9362.MOV,30.0,30.0,506,16.83333396911621,150,135,2,0.0666666030883789,0.014598540145985401,auto_platform,0.46666666865348816,5.0,4.499995708465576,True,0.0005703935748897493,0.001179426908493042,0.0012390855699777603,0.0006090333336032927,0.0006742734694853425,0.001315481262281537,20.244127944583195,22.412695057493462,24.95207030032714,26.125981468458058,27.00988164495699,27.942131706768492,0.9185393258426966,2.0677422755349446,True,True,False,0.0031134344171732664,0.0033981220331043005,0.003405097173526883,0.0002846876159310341,0.00030723377130925655,0.003576163202524185,2.893656170308687,3.122822519584437,4.861592464737807,9.228938523160437,9.890946050563594,13.735571004034968,0.08146067415730338,1.0914384495657712,False,False,True,0.0005543074221350253,0.002527697244659066,0.0027484786696732044,0.001973389822524041,0.002198965521529317,0.0037510136608034372,57.723316179622934,64.321595570497,93.64658935207453,35.22702546337752,36.16713618087368,39.42983929625463,0.9129213483146067,4.560099944040326,True,True,True,0.0005252526025287807,0.0030235096346586943,0.003286432009190321,0.0024982570321299136,0.0027655292651616037,0.005208949558436871,105.07161545186152,116.31254259782611,197.16972503980642,40.42970818972766,41.31253099058184,45.89680461600426,0.9157303370786517,5.756296342183329,True,True,False,0.00023682723985984921,0.00040513440035283566,0.00036871081101708114,0.00016830716049298644,0.00013935692550148815,0.0006159364129416645,2.6790922156207375,2.218266015600886,6.153572057710146,8.559753249737716,6.920272515073764,15.782545810158073,0.1797752808988764,1.710674838724583,True,False
IMG_9363.MOV,occluder\double_edge\IMG_9363.MOV,30.0,30.0,498,16.566667556762695,150,139,11,0.366666316986084,0.07333333333333333,auto_platform,0.3333333432674408,5.0,4.633328914642334,True,0.0006022338639013469,0.0011936814989894629,0.0012422571890056133,0.0005914476350881159,0.0006475629634223878,0.0013319922145456076,13.508844287395842,14.790535493229868,16.840110832160207,22.61236391445064,23.399677959376408,24.526898909112518,0.9109195402298851,1.9820896341774001,True,True,False,0.003104499774053693,0.0033974256366491318,0.0033860248513519764,0.00029292586259543896,0.000314709497615695,0.003585603553801775,2.7968928618396443,3.004885740151041,4.910488213456693,8.93351661092704,9.55655925479292,13.822493459036465,0.08908045977011494,1.0943552533144338,False,False,True,0.0005889051244594157,0.0026877629570662975,0.002997719682753086,0.002098857832606882,0.002414949471130967,0.004028366878628731,43.31361958332644,49.83672599473002,71.10594198128089,32.732489557479106,33.95099007545947,37.03811788290924,0.9109195402298851,4.563999947416868,True,True,True,0.0005528525798581541,0.0031020301394164562,0.003201865591108799,0.002549177559558302,0.002657178381923586,0.005004218779504299,76.77624372924014,80.02901732666352,134.31237124980208,37.70453720966024,38.064949684817144,42.56232033052669,0.9137931034482759,5.6109535388481815,True,True,False,0.0002362999366596341,0.00042764132376760244,0.000385944324079901,0.00019134138710796833,0.00015063320461194962,0.0006821894203312695,2.8292223096403255,2.2273007920668304,6.607655968247182,9.03334148047092,6.9555774301609885,16.400948461726625,0.1867816091954023,1.8097394769240926,True,False
IMG_9364.MOV,occluder\double_edge\IMG_9364.MOV,30.0,30.0,488,16.233333587646484,150,117,1,0.03333330154418945,0.00847457627118644,auto_platform,1.0666667222976685,5.0,3.899996280670166,True,0.0005731892306357622,0.001194571377709508,0.001249033841304481,0.0006213821470737457,0.0006795277004130185,0.0013204526621848345,20.05336128524309,21.929845496664157,24.234687089594278,26.043743564344663,26.82071143867352,27.68874833251466,0.9230769230769231,2.0840785448542527,True,True,False,0.0030973118264228106,0.0034058475866913795,0.0034240141976624727,0.000308535760268569,0.0003390058409422636,0.0035560845863074064,3.377209385775436,3.7107326128625076,5.156365221952707,10.571159751457602,11.389193223639147,14.246873411258571,0.12721893491124261,1.099614045197673,False,False,True,0.000558865605853498,0.002708320040255785,0.0030503105372190475,0.002149454434402287,0.002500686328858137,0.003975955303758383,53.85234802922316,62.65209828978616,85.84316636793638,34.62409287650685,35.93871241176397,38.67411456843116,0.9201183431952663,4.8461025546913845,True,True,True,0.0005252641276456416,0.0032692989334464073,0.0033790888264775276,0.0027440348058007658,0.002856669423636049,0.005527658388018608,128.30389538703608,133.57039572192514,234.03189266539798,42.16479684057934,42.5142042527156,47.38550089733056,0.9260355029585798,6.224104714898733,True,True,False,0.00023626399342902005,0.00042748384294100106,0.0003878591232933104,0.000191219849511981,0.0001563776604598388,0.0006427014013752341,2.96126076132217,2.4216891240575302,6.368216852930522,9.429533039491698,7.682367826744879,16.080356874829686,0.20414201183431951,1.8093482495436974,True,False
