\ufeffvideo,path,fps,effective_fps,num_frames,duration_s,reference_frame_count,clean_reference_frame_count,reference_spike_frame_count,reference_spike_duration_s,reference_spike_fraction,reference_mode,reference_platform_start_s,reference_platform_end_s,reference_platform_duration_s,highpass_abs_detected,highpass_abs_base_mean,highpass_abs_active_mean,highpass_abs_active_median,highpass_abs_delta_mean,highpass_abs_delta_median,highpass_abs_active_p90,highpass_abs_active_p95,highpass_abs_snr_mean,highpass_abs_snr_median,highpass_abs_snr_p90,highpass_abs_snr_mean_db,highpass_abs_snr_median_db,highpass_abs_snr_p90_db,highpass_abs_active_fraction_above,highpass_abs_active_peak,highpass_abs_pre_transient_peak,highpass_abs_active_peak_over_pre,highpass_abs_relative_gain,highpass_abs_peak_detected,highpass_abs_pulse_detected,highpass_abs_persistent_detected,highpass_abs_transient_suppressed,highpass_topk_detected,highpass_topk_base_mean,highpass_topk_active_mean,highpass_topk_active_median,highpass_topk_delta_mean,highpass_topk_delta_median,highpass_topk_active_p90,highpass_topk_active_p95,highpass_topk_snr_mean,highpass_topk_snr_median,highpass_topk_snr_p90,highpass_topk_snr_mean_db,highpass_topk_snr_median_db,highpass_topk_snr_p90_db,highpass_topk_active_fraction_above,highpass_topk_active_peak,highpass_topk_pre_transient_peak,highpass_topk_active_peak_over_pre,highpass_topk_relative_gain,highpass_topk_peak_detected,highpass_topk_pulse_detected,highpass_topk_persistent_detected,highpass_topk_transient_suppressed,mean_removed_abs_detected,mean_removed_abs_base_mean,mean_removed_abs_active_mean,mean_removed_abs_active_median,mean_removed_abs_delta_mean,mean_removed_abs_delta_median,mean_removed_abs_active_p90,mean_removed_abs_active_p95,mean_removed_abs_snr_mean,mean_removed_abs_snr_median,mean_removed_abs_snr_p90,mean_removed_abs_snr_mean_db,mean_removed_abs_snr_median_db,mean_removed_abs_snr_p90_db,mean_removed_abs_active_fraction_above,mean_removed_abs_active_peak,mean_removed_abs_pre_transient_peak,mean_removed_abs_active_peak_over_pre,mean_removed_abs_relative_gain,mean_removed_abs_peak_detected,mean_removed_abs_pulse_detected,mean_removed_abs_persistent_detected,mean_removed_abs_transient_suppressed,raw_abs_detected,raw_abs_base_mean,raw_abs_active_mean,raw_abs_active_median,raw_abs_delta_mean,raw_abs_delta_median,raw_abs_active_p90,raw_abs_active_p95,raw_abs_snr_mean,raw_abs_snr_median,raw_abs_snr_p90,raw_abs_snr_mean_db,raw_abs_snr_median_db,raw_abs_snr_p90_db,raw_abs_active_fraction_above,raw_abs_active_peak,raw_abs_pre_transient_peak,raw_abs_active_peak_over_pre,raw_abs_relative_gain,raw_abs_peak_detected,raw_abs_pulse_detected,raw_abs_persistent_detected,raw_abs_transient_suppressed,temporal_abs_detected,temporal_abs_base_mean,temporal_abs_active_mean,temporal_abs_active_median,temporal_abs_delta_mean,temporal_abs_delta_median,temporal_abs_active_p90,temporal_abs_active_p95,temporal_abs_snr_mean,temporal_abs_snr_median,temporal_abs_snr_p90,temporal_abs_snr_mean_db,temporal_abs_snr_median_db,temporal_abs_snr_p90_db,temporal_abs_active_fraction_above,temporal_abs_active_peak,temporal_abs_pre_transient_peak,temporal_abs_active_peak_over_pre,temporal_abs_relative_gain,temporal_abs_peak_detected,temporal_abs_pulse_detected,temporal_abs_persistent_detected,temporal_abs_transient_suppressed
IMG_0444.MOV,C:\Users\happen\master_project\mobicomexperiment_data\distance_layout\dense_front\distance_2\IMG_0444.MOV,30.0,30.0,463,15.399999618530273,150,144,6,0.19999980926513672,0.04,auto_platform,0.1666666716337204,5.0,4.799995422363281,True,0.0005924071301706135,0.0010304758325219154,0.0010228046448901296,0.0004380687023513019,0.00043693871702998877,0.0012518372386693954,0.0012812507338821888,11.974339608682115,11.94345215217677,18.20391779295416,21.56503142342084,21.54259748050256,25.203297312179313,0.8881789137380192,0.000695384806022048,0.00025210733292624354,2.7582886937504894,1.7394723662848857,True,True,True,False,False,0.003099736524745822,0.0032301421742886305,0.003247352782636881,0.00013040564954280853,0.0001794225536286831,0.003349972888827324,0.0033654344733804464,1.1625874819898605,1.599581119120807,2.514455982869059,1.3085128487191653,4.0801253847230425,8.008880748517338,0.0,0.00029750424437224865,0.0007706843316555023,0.3860260707950058,1.0420699141690766,False,False,False,False,True,0.000574454024899751,0.0012046039337292314,0.001082057598978281,0.0006301499088294804,0.0005140407592989504,0.0018587722443044186,0.0021326153073459864,14.743372399317455,12.026811773804669,30.199302325010617,23.371936708308148,21.603010281534452,29.599938196958917,0.8753993610223643,0.0015645984676666558,0.0003411741927266121,4.585922678273593,2.0969544672255522,True,True,True,False,True,0.0005498018581420183,0.0011039391392841935,0.0009320222889073193,0.0005541372811421752,0.0003894197288900614,0.0018388631287962198,0.002174403052777052,17.64457940953481,12.399720365100777,41.27492107032748,24.932226212497067,21.868237823788164,32.31372502876131,0.8881789137380192,0.001631800492759794,0.0002994676469825208,5.44900428878395,2.0078854280609524,True,True,True,False,False,0.0002431329630780965,0.00030484175658784807,0.00029190495843067765,6.170879350975156e-05,5.808314017485827e-05,0.00042790028965100646,0.00046245232806541026,0.869375251012198,0.8182957678651493,2.7342459670450583,-1.2158545454254495,-1.7417938988186512,8.736751604237439,0.003194888178913738,0.00022863050980959088,0.0002367663983022794,0.9656374867758833,1.2538067760475988,False,False,False,False
IMG_0445.MOV,C:\Users\happen\master_project\mobicomexperiment_data\distance_layout\dense_front\distance_2\IMG_0445.MOV,30.0,30.0,497,16.53333282470703,150,146,4,0.1333332061767578,0.02666666666666667,auto_platform,0.10000000149011612,5.0,4.86666202545166,True,0.0006002478767186403,0.0010603901464492083,0.0011171181686222553,0.00046014226973056793,0.0005209170049056411,0.0013052329886704683,0.0013314675306901336,14.192859774175439,16.067426296085127,21.869734490791654,23.04139823897243,24.11892632814237,26.796870210470132,0.8847262247838616,0.0007352663669735193,0.00013888167450204492,5.294192841566676,1.766587084399225,True,True,True,False,False,0.003093177219852805,0.0032360870391130447,0.0032496508210897446,0.0001429098192602396,0.0001758965663611889,0.003370454767718911,0.003393501741811633,1.5101486954005892,1.858724415094801,3.1352771624540905,3.5803942360960956,5.384300072191386,9.925518780870974,0.0,0.00031974748708307743,0.00045949360355734825,0.6958692887292185,1.0462016267102343,False,False,False,False,True,0.0005878127412870526,0.001216190867125988,0.0012261085212230682,0.0006283781258389354,0.0006433747475966811,0.0018077566055580974,0.0019290806958451867,15.744236738373122,16.119982413661486,30.69338139371951,23.942432228193642,24.147291273383992,29.740894718613248,0.861671469740634,0.0013463469222187996,0.00017315533477813005,7.775370732550173,2.0690107268907822,True,True,True,False,True,0.0005526656168513,0.0010888178367167711,0.0010447233216837049,0.0005361522198654711,0.0004980897065252066,0.00171972147654742,0.0018670221325010061,22.453236769970125,20.859236796784256,49.12712943789056,27.025579120605503,26.38596828602043,33.82642776968783,0.8789625360230547,0.0013203885173425078,0.00013690016930922866,9.644900543256657,1.970120455330819,True,True,True,False,False,0.0002432881447020918,0.00031116604804992676,0.0002944580337498337,6.787790334783494e-05,4.7870707930997014e-05,0.0004221132548991591,0.00045972896623425186,0.9398491839672106,0.6628260975346593,2.430362357627084,-0.5388366264265622,-3.572008007704498,7.713420601066754,0.008645533141210375,0.00021314164041541517,6.284896517172456e-05,3.391330944479998,1.279002100291208,False,False,False,False
IMG_0446.MOV,C:\Users\happen\master_project\mobicomexperiment_data\distance_layout\dense_front\distance_2\IMG_0446.MOV,30.0,30.0,509,16.933332443237305,150,129,21,0.6999993324279785,0.14,auto_platform,0.699999988079071,5.0,4.2999958992004395,True,0.0005647773505188525,0.0010596445063129067,0.0011181929148733616,0.0004948671557940543,0.0005585201433859766,0.0012876720866188407,0.001310428255237639,17.572613767771404,19.832916059045502,25.851080715752918,24.896727273724487,25.94773147547823,28.249574073610596,0.9052924791086351,0.0007507554837502539,0.0002765374956652522,2.714841551393237,1.876216362677128,True,True,True,False,False,0.003094651037827134,0.003233743831515312,0.0032319617457687855,0.00013909279368817806,0.0001557564828544855,0.0033825193531811237,0.0034083069767802954,1.3570728725102696,1.519653836799731,2.9885843209151055,2.652063383251513,3.634893418249623,9.509310273439372,0.0,0.0003321017138659954,0.0007860343903303146,0.4225027784426029,1.0449461965139177,False,False,False,False,True,0.0005472617922350764,0.0012530150124803185,0.0012292176252231002,0.0007057532202452421,0.0006906279595568776,0.001929175341501832,0.0020253935363143682,21.66304971829075,21.19878081395576,42.683937910622426,26.71439192906487,26.52621768933253,32.60528958991331,0.8969359331476323,0.0014868038706481457,0.0003717134823091328,3.9998653301783014,2.289608063743806,True,True,True,False,True,0.0005212051328271627,0.0011298279277980328,0.0010249202605336905,0.00060862279497087,0.0005092831561341882,0.0018705063266679645,0.001973555888980627,24.491873688734984,20.494300960968495,54.52192413881245,27.78044021989023,26.232662191551018,34.73142348328321,0.8997214484679665,0.0014579187845811248,0.0003321802942082286,4.388938206151454,2.1677221819929695,True,True,True,False,False,0.00023857010819483548,0.0003050675441045314,0.00029360700864344835,6.649743590969592e-05,6.425312312785536e-05,0.00041190083720721304,0.0004698988632299006,0.9051033402812144,0.8745557715262584,2.4846650622531397,-0.8660366467976779,-1.1642497958896367,7.905357065257777,0.002785515320334262,0.0002405449777143076,0.00019190831517335027,1.253436973259986,1.2787333099391847,False,False,False,False
IMG_0447.MOV,C:\Users\happen\master_project\mobicomexperiment_data\distance_layout\dense_front\distance_2\IMG_0447.MOV,30.0,30.0,462,15.366666793823242,150,147,3,0.09999990463256836,0.02,auto_platform,0.10000000149011612,5.0,4.89999532699585,True,0.0005792136071249843,0.0011131175560876727,0.0011607961496338248,0.0005339039489626884,0.000587432470638305,0.0013016497250646353,0.0013440788025036454,19.232244265269742,21.16044428331491,26.234260226398064,25.68059932507302,26.510495637552633,28.377376442825156,0.9775641025641025,0.0007707151235081255,0.0001321109593845904,5.8338469957248895,1.9217738367936532,True,True,True,False,False,0.0030898083932697773,0.003206929424777627,0.0032041980884969234,0.0001171210315078497,0.00011782767251133919,0.003357924986630678,0.0033765947446227074,1.190849734412037,1.1980346374178967,2.761081286322271,1.517139282840501,1.569387489980702,8.821583849420993,0.0,0.0002902243286371231,0.0003849251661449671,0.7539759780939379,1.0379055969175832,False,False,False,False,True,0.0005622284952551126,0.0013084477977827191,0.0012923001777380705,0.0007462193025276065,0.0007361122407019138,0.001897345413453877,0.0019989425782114267,22.052045476332136,21.753364664595793,39.63347713025994,26.868977588442597,26.75052880489634,31.96124351190747,0.967948717948718,0.00144275464117527,0.00011612975504249334,12.423643196761656,2.3272527252269692,True,True,True,False,True,0.0005369651480577886,0.0011852197349071503,0.0010940204374492168,0.0006482545868493617,0.0005621800664812326,0.001811761176213622,0.0019529792480170727,28.56778299434071,24.774584659764066,56.404536976605904,29.117530764474182,27.88012764741703,35.026280769261554,0.967948717948718,0.0014211388770490885,0.00011620466830208898,12.229619496478879,2.2072563539628387,True,True,True,False,False,0.00023872392193879932,0.0003229063586331904,0.0003112659906037152,8.418243669439107e-05,7.255072705447674e-05,0.00044760172022506595,0.000492749095428735,1.226372841767168,1.056921666844564,3.0430656029855374,1.7724504885693348,0.48085602017314855,9.666226301238305,0.00641025641025641,0.0002540338318794966,6.757216760888696e-05,3.7594447665178428,1.3526351109294048,False,False,False,False
IMG_0448.MOV,C:\Users\happen\master_project\mobicomexperiment_data\distance_layout\dense_front\distance_2\IMG_0448.MOV,30.0,30.0,535,17.799999237060547,150,132,18,0.5999994277954102,0.12,auto_platform,0.5666666626930237,5.0,4.399995803833008,True,0.0005779118509963155,0.001007898012176156,0.0010171232279390097,0.00042998616117984056,0.00044841767521575093,0.0012819689000025392,0.0013083950616419315,13.154366826078197,13.718233570354574,21.820534149199844,22.38139897080878,22.745963860014264,26.77730755127072,0.8753246753246753,0.0007396895089186728,0.00029418530175462365,2.514365960865165,1.7440341644466155,True,True,True,False,False,0.003092296188697219,0.0032589281909167767,0.003277262905612588,0.00016663200221955776,0.00020469538867473602,0.0033914251253008842,0.0034180928487330675,1.7379354641698137,2.134928288631542,3.32561535727284,4.800672909740746,6.5876658366385605,10.437440340400093,0.0,0.0003455253317952156,0.0007591163739562035,0.4551678025260859,1.0538861713275143,False,False,False,False,True,0.0005585176404565573,0.001169725670479238,0.001060408540070057,0.0006112080300226808,0.0005160891450941563,0.0019449073588475585,0.002047792775556445,14.313731761358946,12.08616579784249,32.8000278764382,23.11505748593183,21.64577095197078,30.317484256293422,0.8519480519480519,0.0015034733805805445,0.0004669779445976019,3.219581134342646,2.0943397052294572,True,True,True,False,True,0.0005345543031580746,0.0010606511496007442,0.0009149896795861423,0.0005260968464426696,0.00038769381353631616,0.0018758631777018309,0.0020440262742340565,18.384289213212263,13.547838658260284,47.12526153413528,25.288936870393997,22.637400319468846,33.46507546905856,0.8545454545454545,0.0015167304081842303,0.00033237895695492625,4.563256416951551,1.9841784891348933,True,True,True,False,False,0.00024250945716630667,0.00030051585054025054,0.0002893518249038607,5.8006393373943865e-05,4.978550714440644e-05,0.00040219901711679995,0.0004503675736486912,0.778937188589777,0.6685432538027758,2.1839085356249974,-2.1699512252051796,-3.4974097850877772,6.784688914123295,0.0,0.00021080125588923693,0.0001726919726934284,1.2206777918013716,1.2391922939902693,False,False,False,False
IMG_0449.MOV,C:\Users\happen\master_project\mobicomexperiment_data\distance_layout\dense_front\distance_2\IMG_0449.MOV,30.0,30.0,516,17.16666603088379,150,121,13,0.4333329200744629,0.09701492537313433,auto_platform,0.699999988079071,5.0,4.033329486846924,True,0.0005684646894223988,0.0010490959975868464,0.0010768398642539978,0.00048063130816444755,0.000513719511218369,0.0012920789886265993,0.0013533234596252441,19.42098887968991,20.757992134873746,29.45521299815602,25.765426791623696,26.343706861257957,29.383243351550142,0.912568306010929,0.0007902031065896153,0.0002732657012529671,2.8917024821132227,1.8454901722265347,True,True,True,False,False,0.003053835593163967,0.003258602926507592,0.0032722437754273415,0.00020476733334362507,0.00023247930221259594,0.0033942023292183876,0.003422167617827654,2.2221682838569463,2.522903060729379,3.846417049773381,6.93553889572485,8.038011272744496,11.701127421220086,0.00819672131147541,0.00038240314461290836,0.0008483021520078182,0.45078648416464706,1.067052507280352,False,False,False,False,True,0.0005516312667168677,0.0011972098145633936,0.0011787863913923502,0.0006455785478465259,0.000634021358564496,0.0017488871235400438,0.001954766223207116,20.950148630063968,20.57509770247046,39.075859712675694,26.423742167991534,26.266838123414505,31.8381708352263,0.8934426229508197,0.001410001190379262,0.00035597028909251094,3.9610080773140743,2.1703081148550596,True,True,True,False,True,0.0005215234705246985,0.0010657601524144411,0.0009811007184907794,0.0005442366818897426,0.00046295940410345793,0.0016193141927942634,0.0018694926984608173,27.59105152832484,23.470554630363694,55.82592765379776,28.815365045645148,27.41046704979921,34.93671896861898,0.9098360655737705,0.0013513513840734959,0.000310162955429405,4.3569077493558765,2.043551657113711,True,True,True,False,False,0.0002358175115659833,0.00030217779567465186,0.00028871354879811406,6.636028410866857e-05,4.659415571950376e-05,0.0004038160259369761,0.0004496655019465834,0.9921505725501202,0.6966277931977141,2.4175213989009694,-0.06844825318134734,-3.139984051715489,7.667406539348801,0.00819672131147541,0.0002075461088679731,0.00023352389689534903,0.888757474619321,1.281405242842199,False,False,False,False
IMG_0450.MOV,C:\Users\happen\master_project\mobicomexperiment_data\distance_layout\dense_front\distance_2\IMG_0450.MOV,30.0,30.0,501,16.66666603088379,150,113,5,0.16666650772094727,0.0423728813559322,auto_platform,1.0666667222976685,5.0,3.766663074493408,True,0.0005590139771811664,0.0010495064780116081,0.001075678039342165,0.0004904925008304417,0.000521710840985179,0.0012785946018993855,0.0013033081777393818,20.395046153199186,21.69312815690802,30.13055105653697,26.190493848916205,26.726443639018672,29.580141490835047,0.9031339031339032,0.0007493409793823957,0.00026368681574240327,2.841784020458687,1.877424395189106,True,True,True,False,False,0.003071513492614031,0.0032607477623969316,0.003266521729528904,0.0001892342697829008,0.00021280255168676376,0.003404954681172967,0.0034254714846611023,2.418321480612123,2.7195126044747413,4.488618068138634,7.670280669745951,8.689821520726625,13.042253066123743,0.019943019943019943,0.0003717523068189621,0.0007723653689026833,0.4813166433745196,1.0616094541788426,False,False,False,False,True,0.0005399819347076118,0.0012202998623251915,0.0011874078772962093,0.0006803179276175797,0.0006522590410895646,0.0018430673517286777,0.0020600641146302223,22.57091407351127,21.64000413991588,43.39282448778348,27.07098294854109,26.70514679037497,32.74835839531776,0.8945868945868946,0.0015249152784235775,0.00033355492632836103,4.571706660756697,2.2598901627810135,True,True,True,False,True,0.0005124835879541934,0.0010956524638459086,0.000985782127827406,0.0005831688758917153,0.00047791621182113886,0.0018409484764561057,0.0019994324538856745,34.24212026549459,28.06196468730561,78.27505075430814,30.691212965368315,28.962361475675493,37.87246715779664,0.905982905982906,0.0014915665378794074,0.000304188288282603,4.903431839209019,2.137926929952418,True,True,True,False,False,0.00023433582100551575,0.00030248830444179475,0.00029190495843067765,6.8152483436279e-05,5.4891774198040366e-05,0.000401688419515267,0.0004559418885037303,1.1055079086111845,0.8904046842309197,2.6712126364047624,0.8712370758597638,-1.0082512787165294,8.5341692103833,0.005698005698005698,0.000218928704271093,0.00022341794101521373,0.9799065521608445,1.2908325459754395,False,False,False,False
IMG_0451.MOV,C:\Users\happen\master_project\mobicomexperiment_data\distance_layout\dense_front\distance_2\IMG_0451.MOV,30.0,30.0,500,16.633333206176758,150,141,9,0.2999997138977051,0.06,auto_platform,0.30000001192092896,5.0,4.699995517730713,True,0.0005850328016094863,0.0010595230851322412,0.0011056046932935715,0.0004744902835227549,0.0005294131115078926,0.0012780474498867989,0.0013360055163502693,14.940637645804413,16.670034642759855,22.099871312491164,23.48738265928609,24.43873004712257,26.887794895930544,0.9028571428571428,0.0007598139345645905,0.0002238837769255042,3.393787370388223,1.8110490253151321,True,True,True,False,False,0.003092536935582757,0.003242102451622486,0.0032422966323792934,0.00014956551603972912,0.0001688566990196705,0.0033540232107043266,0.0033661690540611744,1.516422869544626,1.7120133493954928,2.844792769372521,3.6164065101042944,4.6701429351660995,9.081012708850722,0.0,0.00029272912070155144,0.0006065666675567627,0.48260007738416943,1.0483633725821757,False,False,False,False,True,0.0005664784112013876,0.001245438470505178,0.001203734427690506,0.0006789600593037903,0.0006404801970347762,0.0018813131609931588,0.002046463545411825,17.841162976209638,16.830020296112153,34.634885905529934,25.028463208972983,24.521692794245173,30.790275226389227,0.8942857142857142,0.0014832093147560954,0.0002180943265557289,6.800769823680379,2.1985629917720106,True,True,True,False,True,0.0005385464755818248,0.0011200506705790758,0.001002453500404954,0.000581504194997251,0.00047150830505415797,0.001783181680366397,0.0020759673789143562,23.25323669085638,18.854712164511007,50.074533648259326,27.32966824485814,25.508398137305623,33.99233826667894,0.9,0.0015450221835635602,0.00020976527594029903,7.365481139038887,2.0797660394472297,True,True,True,False,False,0.00023853419406805187,0.00031516249873675406,0.0003033938992302865,7.662830466870219e-05,6.85082923155278e-05,0.0004255174135323614,0.0004665798041969538,1.089427323438571,0.973984820013071,2.7102191513118274,0.7439652683803889,-0.2289562348287687,8.660088196508767,0.005714285714285714,0.0002316941972821951,0.00013870166731067002,1.670449979258262,1.3212466244853798,False,False,False,False
IMG_0452.MOV,C:\Users\happen\master_project\mobicomexperiment_data\distance_layout\dense_front\distance_2\IMG_0452.MOV,30.0,30.0,507,16.866666793823242,150,146,4,0.1333332061767578,0.02666666666666667,auto_platform,0.10000000149011612,5.0,4.86666202545166,True,0.0005722215864807367,0.00105272454675287,0.001082950970157981,0.00048050296027213335,0.0005159522406756878,0.0012843653094023466,0.001314401626586914,13.564740536159917,14.565484195669233,20.251470501694417,22.648229821455885,23.266498526286533,26.129131274554286,0.9047619047619048,0.0007474028971046209,0.00016535638133063912,4.519951943131533,1.8397148440821867,True,True,True,False,False,0.0030968710780143738,0.0032674565445631742,0.0032691198866814375,0.00017058546654880047,0.00018573924899101257,0.0033902782015502453,0.00341867096722126,1.8474400817425143,2.011555499310867,3.323699679313343,5.331407235349967,6.07064038728258,10.432435503749375,0.0,0.00033529032953083515,0.00042579579167068005,0.7874439721803455,1.0550831669293044,False,False,False,False,True,0.0005603174795396626,0.0012264798860996962,0.0011669124942272902,0.0006661624065600336,0.0006110717658884823,0.0018764451378956437,0.0020855821203440428,14.910822055750785,13.677719238927724,29.559304402397647,23.470031748248136,22.72027369544736,29.41388419813994,0.865546218487395,0.001529741392005235,0.00015768915181979537,9.700993215775545,2.1889017046323977,True,True,True,False,True,0.0005279470351524651,0.0011098365066573024,0.00098455511033535,0.0005818894715048373,0.0004614003701135516,0.0018520388985052705,0.0020975058432668447,23.67863969838515,18.775615740848686,54.07585241834811,27.48713498428269,25.471883769415417,34.66006748230286,0.907563025210084,0.0015743511030450463,0.00012410810450091958,12.68532066762313,2.102173954508134,True,True,True,False,False,0.0002350867143832147,0.00030720210634171963,0.0002923304564319551,7.211539195850492e-05,6.467863568104804e-05,0.00041828362736850977,0.0004560695088002831,1.0741389977650155,0.963370551285704,2.8394085110178353,0.6212096879109494,-0.32413267028413406,9.064557595623043,0.014005602240896359,0.000228417688049376,9.095860878005624e-05,2.5112267119399845,1.3067608143986804,False,False,False,False
IMG_0453.MOV,C:\Users\happen\master_project\mobicomexperiment_data\distance_layout\dense_front\distance_2\IMG_0453.MOV,30.0,30.0,508,16.899999618530273,150,148,2,0.0666666030883789,0.013333333333333334,auto_platform,0.03333333507180214,5.0,4.933328628540039,True,0.0005845787236467004,0.001026613055728376,0.0010454086586833,0.00044203433208167553,0.000462173018604517,0.0012717964127659798,0.0013091904111206532,17.9677098329041,18.78630252943558,27.988459873016872,25.089854507882237,25.47682623630903,28.939580022161508,0.8938547486033519,0.0007259547710418701,9.991152910515666e-05,7.265975984391194,1.7561587758859765,True,True,True,False,False,0.003096139756962657,0.0032753765117377043,0.0032799532637000084,0.0001792367547750473,0.00019880733452737331,0.0034021688625216484,0.003440802451223135,2.2598732315407295,2.506625240432667,4.04755784993222,7.081681558288966,7.981788169565938,12.143861292927243,0.01675977653631285,0.0003596565220504999,0.00039914227090775967,0.9010734975089001,1.057890395409954,False,False,False,False,True,0.0005684428615495563,0.0011910602916032076,0.001122355810366571,0.0006226174300536513,0.0005553457303903997,0.0019273136276751757,0.002096654614433646,17.253006175416353,15.38887742845721,37.69461691245831,24.737295555312876,23.744138810654356,31.525586679374026,0.8659217877094972,0.001529644534457475,8.446257561445236e-05,18.110323102623195,2.0953034546980094,True,True,True,False,True,0.0005413424805738032,0.0010901776840910316,0.0009567238157615066,0.0005488352035172284,0.0004186041187494993,0.0018855601083487272,0.002098432509228587,30.15019913248266,22.99596938587894,74.02148488399793,29.585803697253283,27.233034436117556,37.38715585740243,0.8938547486033519,0.00156031281221658,9.94889996945858e-05,15.683269678119924,2.0138410030845595,True,True,True,False,False,0.00024150412355083972,0.0003087901568505913,0.000292755983537063,6.728603329975158e-05,4.701971192844212e-05,0.0004179857496637851,0.0004653458308894187,1.0082587465096113,0.7045746863842709,2.5811009256132786,0.07143996284944154,-3.0414592798968743,8.236099731171644,0.008379888268156424,0.00021960955928079784,0.0,21960.955928079784,1.278612357877968,False,False,False,False
